REF_DATE,GEO,Labour force characteristics,VALUE
2019-11,Nova Scotia,Unemployment rate,8.3
2019-11,Nova Scotia,Participation rate,62.2
2019-11,Nova Scotia,Employment rate,57.0
2019-11,New Brunswick,Employment,361.1
2019-11,New Brunswick,Full-time employment,306.8
2019-11,New Brunswick,Part-time employment,54.2
2019-11,New Brunswick,Unemployment rate,7.9
2019-11,New Brunswick,Participation rate,60.8
2019-11,New Brunswick,Employment rate,56.0
2019-11,Quebec,Employment,4273.0
2019-11,Quebec,Full-time employment,3463.9
2019-11,Quebec,Part-time employment,809.1
2019-11,Quebec,Unemployment rate,5.5
2019-11,Quebec,Participation rate,64.7
2019-11,Quebec,Employment rate,61.2
2019-11,Ontario,Employment,7471.4
2019-11,Ontario,Full-time employment,6079.4
2019-11,Ontario,Part-time employment,1392.0
2019-11,Ontario,Unemployment rate,5.5
2019-11,Ontario,Participation rate,65.2
2019-11,Ontario,Employment rate,61.6
2019-11,Manitoba,Employment,661.4
2019-11,Manitoba,Full-time employment,532.3
2019-11,Manitoba,Part-time employment,129.1
2019-11,Manitoba,Unemployment rate,5.6
2019-11,Manitoba,Participation rate,66.9
2019-11,Manitoba,Employment rate,63.1
2019-11,Saskatchewan,Employment,576.7
2019-11,Saskatchewan,Full-time employment,469.3
2019-11,Saskatchewan,Part-time employment,107.5
2019-11,Saskatchewan,Unemployment rate,6.4
2019-11,Saskatchewan,Participation rate,69.7
2019-11,Saskatchewan,Employment rate,65.2
2019-11,Alberta,Employment,2305.0
2019-11,Alberta,Full-time employment,1888.1
2019-11,Alberta,Part-time employment,416.9
2019-11,Alberta,Unemployment rate,7.2
2019-11,Alberta,Participation rate,71.5
2019-11,Alberta,Employment rate,66.4
2019-11,British Columbia,Employment,2676.0
2019-11,British Columbia,Full-time employment,2096.0
2019-11,British Columbia,Part-time employment,580.1
2019-11,British Columbia,Unemployment rate,5.2
2019-11,British Columbia,Participation rate,66.1
2019-11,British Columbia,Employment rate,62.6
2019-12,Newfoundland and Labrador,Employment,226.3
2019-12,Newfoundland and Labrador,Full-time employment,188.3
2019-12,Newfoundland and Labrador,Part-time employment,38.0
2019-12,Newfoundland and Labrador,Unemployment rate,12.5
2019-12,Newfoundland and Labrador,Participation rate,57.6
2019-12,Newfoundland and Labrador,Employment rate,50.4
2019-12,Prince Edward Island,Employment,80.8
2019-12,Prince Edward Island,Full-time employment,68.3
2019-12,Prince Edward Island,Part-time employment,12.5
2019-12,Prince Edward Island,Unemployment rate,7.6
2019-12,Prince Edward Island,Participation rate,67.2
2019-12,Prince Edward Island,Employment rate,62.1
2019-12,Nova Scotia,Employment,466.5
2019-12,Nova Scotia,Full-time employment,380.8
2019-12,Nova Scotia,Part-time employment,85.7
2019-12,Nova Scotia,Unemployment rate,8.1
2019-12,Nova Scotia,Participation rate,62.2
2019-12,Nova Scotia,Employment rate,57.1
2019-12,New Brunswick,Employment,363.8
2019-12,New Brunswick,Full-time employment,313.0
2019-12,New Brunswick,Part-time employment,50.7
2019-12,New Brunswick,Unemployment rate,7.4
2019-12,New Brunswick,Participation rate,60.9
2019-12,New Brunswick,Employment rate,56.4
2019-12,Quebec,Employment,4315.1
2019-12,Quebec,Full-time employment,3501.9
2019-12,Quebec,Part-time employment,813.2
2019-12,Quebec,Unemployment rate,5.0
2019-12,Quebec,Participation rate,65.0
2019-12,Quebec,Employment rate,61.7
2019-12,Ontario,Employment,7506.1
2019-12,Ontario,Full-time employment,6133.1
2019-12,Ontario,Part-time employment,1373.0
2019-12,Ontario,Unemployment rate,5.2
2019-12,Ontario,Participation rate,65.2
2019-12,Ontario,Employment rate,61.8
2019-12,Manitoba,Employment,664.5
2019-12,Manitoba,Full-time employment,531.3
2019-12,Manitoba,Part-time employment,133.2
2019-12,Manitoba,Unemployment rate,4.9
2019-12,Manitoba,Participation rate,66.6
2019-12,Manitoba,Employment rate,63.3
2019-12,Saskatchewan,Employment,573.5
2019-12,Saskatchewan,Full-time employment,468.8
2019-12,Saskatchewan,Part-time employment,104.7
2019-12,Saskatchewan,Unemployment rate,6.2
2019-12,Saskatchewan,Participation rate,69.1
2019-12,Saskatchewan,Employment rate,64.8
2019-12,Alberta,Employment,2309.1
2019-12,Alberta,Full-time employment,1871.3
2019-12,Alberta,Part-time employment,437.8
2019-12,Alberta,Unemployment rate,7.0
2019-12,Alberta,Participation rate,71.4
2019-12,Alberta,Employment rate,66.4
2019-12,British Columbia,Employment,2680.7
2019-12,British Columbia,Full-time employment,2099.8
2019-12,British Columbia,Part-time employment,580.9
2019-12,British Columbia,Unemployment rate,4.9
2019-12,British Columbia,Participation rate,65.9
2019-12,British Columbia,Employment rate,62.7
2020-01,Newfoundland and Labrador,Employment,230.3
2020-01,Newfoundland and Labrador,Full-time employment,193.2
2020-01,Newfoundland and Labrador,Part-time employment,37.2
2020-01,Newfoundland and Labrador,Unemployment rate,11.9
2020-01,Newfoundland and Labrador,Participation rate,58.2
2020-01,Newfoundland and Labrador,Employment rate,51.2
2020-01,Prince Edward Island,Employment,81.1
2020-01,Prince Edward Island,Full-time employment,68.7
2020-01,Prince Edward Island,Part-time employment,12.4
2020-01,Prince Edward Island,Unemployment rate,7.3
2020-01,Prince Edward Island,Participation rate,67.1
2020-01,Prince Edward Island,Employment rate,62.2
2020-01,Nova Scotia,Employment,468.2
2020-01,Nova Scotia,Full-time employment,381.9
2020-01,Nova Scotia,Part-time employment,86.3
2020-01,Nova Scotia,Unemployment rate,8.1
2020-01,Nova Scotia,Participation rate,62.3
2020-01,Nova Scotia,Employment rate,57.3
2020-01,New Brunswick,Employment,366.5
2020-01,New Brunswick,Full-time employment,315.5
2020-01,New Brunswick,Part-time employment,51.0
2020-01,New Brunswick,Unemployment rate,7.8
2020-01,New Brunswick,Participation rate,61.6
2020-01,New Brunswick,Employment rate,56.8
2020-01,Quebec,Employment,4327.4
2020-01,Quebec,Full-time employment,3509.1
2020-01,Quebec,Part-time employment,818.4
2020-01,Quebec,Unemployment rate,4.8
2020-01,Quebec,Participation rate,64.9
2020-01,Quebec,Employment rate,61.8
2020-01,Ontario,Employment,7516.9
2020-01,Ontario,Full-time employment,6131.6
2020-01,Ontario,Part-time employment,1385.3
2020-01,Ontario,Unemployment rate,5.2
2020-01,Ontario,Participation rate,65.2
2020-01,Ontario,Employment rate,61.8
2020-01,Manitoba,Employment,669.7
2020-01,Manitoba,Full-time employment,529.6
2020-01,Manitoba,Part-time employment,140.0
2020-01,Manitoba,Unemployment rate,5.2
2020-01,Manitoba,Participation rate,67.3
2020-01,Manitoba,Employment rate,63.8
2020-01,Saskatchewan,Employment,574.0
2020-01,Saskatchewan,Full-time employment,470.5
2020-01,Saskatchewan,Part-time employment,103.5
2020-01,Saskatchewan,Unemployment rate,5.9
2020-01,Saskatchewan,Participation rate,69.0
2020-01,Saskatchewan,Employment rate,64.9
2020-01,Alberta,Employment,2289.3
2020-01,Alberta,Full-time employment,1874.4
2020-01,Alberta,Part-time employment,414.9
2020-01,Alberta,Unemployment rate,7.3
2020-01,Alberta,Participation rate,70.9
2020-01,Alberta,Employment rate,65.7
2020-01,British Columbia,Employment,2681.3
2020-01,British Columbia,Full-time employment,2103.9
2020-01,British Columbia,Part-time employment,577.5
2020-01,British Columbia,Unemployment rate,4.7
2020-01,British Columbia,Participation rate,65.7
2020-01,British Columbia,Employment rate,62.6
2020-02,Newfoundland and Labrador,Employment,227.8
2020-02,Newfoundland and Labrador,Full-time employment,190.9
2020-02,Newfoundland and Labrador,Part-time employment,36.9
2020-02,Newfoundland and Labrador,Unemployment rate,12.6
2020-02,Newfoundland and Labrador,Participation rate,58.0
2020-02,Newfoundland and Labrador,Employment rate,50.7
2020-02,Prince Edward Island,Employment,80.3
2020-02,Prince Edward Island,Full-time employment,68.3
2020-02,Prince Edward Island,Part-time employment,12.0
2020-02,Prince Edward Island,Unemployment rate,8.2
2020-02,Prince Edward Island,Participation rate,66.9
2020-02,Prince Edward Island,Employment rate,61.4
2020-02,Nova Scotia,Employment,469.9
2020-02,Nova Scotia,Full-time employment,381.5
2020-02,Nova Scotia,Part-time employment,88.4
2020-02,Nova Scotia,Unemployment rate,8.6
2020-02,Nova Scotia,Participation rate,62.9
2020-02,Nova Scotia,Employment rate,57.5
2020-02,New Brunswick,Employment,367.1
2020-02,New Brunswick,Full-time employment,315.8
2020-02,New Brunswick,Part-time employment,51.2
2020-02,New Brunswick,Unemployment rate,7.4
2020-02,New Brunswick,Participation rate,61.4
2020-02,New Brunswick,Employment rate,56.8
2020-02,Quebec,Employment,4340.1
2020-02,Quebec,Full-time employment,3521.9
2020-02,Quebec,Part-time employment,818.2
2020-02,Quebec,Unemployment rate,4.5
2020-02,Quebec,Participation rate,64.9
2020-02,Quebec,Employment rate,62.0
2020-02,Ontario,Employment,7501.2
2020-02,Ontario,Full-time employment,6143.9
2020-02,Ontario,Part-time employment,1357.3
2020-02,Ontario,Unemployment rate,5.6
2020-02,Ontario,Participation rate,65.2
2020-02,Ontario,Employment rate,61.6
2020-02,Manitoba,Employment,669.8
2020-02,Manitoba,Full-time employment,531.2
2020-02,Manitoba,Part-time employment,138.6
2020-02,Manitoba,Unemployment rate,5.3
2020-02,Manitoba,Participation rate,67.3
2020-02,Manitoba,Employment rate,63.7
2020-02,Saskatchewan,Employment,573.1
2020-02,Saskatchewan,Full-time employment,468.7
2020-02,Saskatchewan,Part-time employment,104.4
2020-02,Saskatchewan,Unemployment rate,6.6
2020-02,Saskatchewan,Participation rate,69.3
2020-02,Saskatchewan,Employment rate,64.7
2020-02,Alberta,Employment,2294.8
2020-02,Alberta,Full-time employment,1871.3
2020-02,Alberta,Part-time employment,423.4
2020-02,Alberta,Unemployment rate,7.4
2020-02,Alberta,Participation rate,71.1
2020-02,Alberta,Employment rate,65.8
2020-02,British Columbia,Employment,2678.8
2020-02,British Columbia,Full-time employment,2113.4
2020-02,British Columbia,Part-time employment,565.4
2020-02,British Columbia,Unemployment rate,5.4
2020-02,British Columbia,Participation rate,66.0
2020-02,British Columbia,Employment rate,62.4
2020-03,Newfoundland and Labrador,Employment,222.6
2020-03,Newfoundland and Labrador,Full-time employment,192.1
2020-03,Newfoundland and Labrador,Part-time employment,30.5
2020-03,Newfoundland and Labrador,Unemployment rate,11.6
2020-03,Newfoundland and Labrador,Participation rate,56.0
2020-03,Newfoundland and Labrador,Employment rate,49.5
2020-03,Prince Edward Island,Employment,76.9
2020-03,Prince Edward Island,Full-time employment,66.4
2020-03,Prince Edward Island,Part-time employment,10.5
2020-03,Prince Edward Island,Unemployment rate,9.4
2020-03,Prince Edward Island,Participation rate,64.7
2020-03,Prince Edward Island,Employment rate,58.6
2020-03,Nova Scotia,Employment,439.7
2020-03,Nova Scotia,Full-time employment,368.3
2020-03,Nova Scotia,Part-time employment,71.4
2020-03,Nova Scotia,Unemployment rate,9.9
2020-03,Nova Scotia,Participation rate,59.6
2020-03,Nova Scotia,Employment rate,53.7
2020-03,New Brunswick,Employment,349.8
2020-03,New Brunswick,Full-time employment,304.5
2020-03,New Brunswick,Part-time employment,45.4
2020-03,New Brunswick,Unemployment rate,9.2
2020-03,New Brunswick,Participation rate,59.6
2020-03,New Brunswick,Employment rate,54.1
2020-03,Quebec,Employment,4067.8
2020-03,Quebec,Full-time employment,3430.5
2020-03,Quebec,Part-time employment,637.3
2020-03,Quebec,Unemployment rate,8.6
2020-03,Quebec,Participation rate,63.5
2020-03,Quebec,Employment rate,58.0
2020-03,Ontario,Employment,7036.8
2020-03,Ontario,Full-time employment,5863.8
2020-03,Ontario,Part-time employment,1173.0
2020-03,Ontario,Unemployment rate,8.5
2020-03,Ontario,Participation rate,63.0
2020-03,Ontario,Employment rate,57.7
2020-03,Manitoba,Employment,639.3
2020-03,Manitoba,Full-time employment,517.8
2020-03,Manitoba,Part-time employment,121.6
2020-03,Manitoba,Unemployment rate,6.6
2020-03,Manitoba,Participation rate,65.1
2020-03,Manitoba,Employment rate,60.8
2020-03,Saskatchewan,Employment,554.8
2020-03,Saskatchewan,Full-time employment,466.0
2020-03,Saskatchewan,Part-time employment,88.9
2020-03,Saskatchewan,Unemployment rate,7.3
2020-03,Saskatchewan,Participation rate,67.6
2020-03,Saskatchewan,Employment rate,62.7
2020-03,Alberta,Employment,2167.2
2020-03,Alberta,Full-time employment,1825.3
2020-03,Alberta,Part-time employment,341.8
2020-03,Alberta,Unemployment rate,8.8
2020-03,Alberta,Participation rate,68.1
2020-03,Alberta,Employment rate,62.1
2020-03,British Columbia,Employment,2503.2
2020-03,British Columbia,Full-time employment,2042.3
2020-03,British Columbia,Part-time employment,460.9
2020-03,British Columbia,Unemployment rate,7.9
2020-03,British Columbia,Participation rate,63.2
2020-03,British Columbia,Employment rate,58.2
2020-04,Newfoundland and Labrador,Employment,193.4
2020-04,Newfoundland and Labrador,Full-time employment,165.3
2020-04,Newfoundland and Labrador,Part-time employment,28.1
2020-04,Newfoundland and Labrador,Unemployment rate,15.6
2020-04,Newfoundland and Labrador,Participation rate,51.0
2020-04,Newfoundland and Labrador,Employment rate,43.0
2020-04,Prince Edward Island,Employment,69.6
2020-04,Prince Edward Island,Full-time employment,60.2
2020-04,Prince Edward Island,Part-time employment,9.4
2020-04,Prince Edward Island,Unemployment rate,11.5
2020-04,Prince Edward Island,Participation rate,59.7
2020-04,Prince Edward Island,Employment rate,52.9
2020-04,Nova Scotia,Employment,396.8
2020-04,Nova Scotia,Full-time employment,335.6
2020-04,Nova Scotia,Part-time employment,61.1
2020-04,Nova Scotia,Unemployment rate,12.8
2020-04,Nova Scotia,Participation rate,55.5
2020-04,Nova Scotia,Employment rate,48.4
2020-04,New Brunswick,Employment,310.3
2020-04,New Brunswick,Full-time employment,272.9
2020-04,New Brunswick,Part-time employment,37.4
2020-04,New Brunswick,Unemployment rate,14.4
2020-04,New Brunswick,Participation rate,56.1
2020-04,New Brunswick,Employment rate,48.0
2020-04,Quebec,Employment,3507.2
2020-04,Quebec,Full-time employment,2989.3
2020-04,Quebec,Part-time employment,517.9
2020-04,Quebec,Unemployment rate,18.2
2020-04,Quebec,Participation rate,61.1
2020-04,Quebec,Employment rate,50.0
2020-04,Ontario,Employment,6346.9
2020-04,Ontario,Full-time employment,5393.1
2020-04,Ontario,Part-time employment,953.8
2020-04,Ontario,Unemployment rate,12.1
2020-04,Ontario,Participation rate,59.1
2020-04,Ontario,Employment rate,51.9
2020-04,Manitoba,Employment,576.3
2020-04,Manitoba,Full-time employment,482.4
2020-04,Manitoba,Part-time employment,93.9
2020-04,Manitoba,Unemployment rate,11.5
2020-04,Manitoba,Participation rate,61.9
2020-04,Manitoba,Employment rate,54.8
2020-04,Saskatchewan,Employment,498.7
2020-04,Saskatchewan,Full-time employment,420.8
2020-04,Saskatchewan,Part-time employment,78.0
2020-04,Saskatchewan,Unemployment rate,11.1
2020-04,Saskatchewan,Participation rate,63.4
2020-04,Saskatchewan,Employment rate,56.4
2020-04,Alberta,Employment,1939.3
2020-04,Alberta,Full-time employment,1652.2
2020-04,Alberta,Part-time employment,287.1
2020-04,Alberta,Unemployment rate,13.1
2020-04,Alberta,Participation rate,63.9
2020-04,Alberta,Employment rate,55.5
2020-04,British Columbia,Employment,2247.3
2020-04,British Columbia,Full-time employment,1841.2
2020-04,British Columbia,Part-time employment,406.1
2020-04,British Columbia,Unemployment rate,11.9
2020-04,British Columbia,Participation rate,59.3
2020-04,British Columbia,Employment rate,52.2
2020-05,Newfoundland and Labrador,Employment,197.2
2020-05,Newfoundland and Labrador,Full-time employment,171.1
2020-05,Newfoundland and Labrador,Part-time employment,26.1
2020-05,Newfoundland and Labrador,Unemployment rate,17.8
2020-05,Newfoundland and Labrador,Participation rate,53.4
2020-05,Newfoundland and Labrador,Employment rate,43.9
2020-05,Prince Edward Island,Employment,71.3
2020-05,Prince Edward Island,Full-time employment,62.5
2020-05,Prince Edward Island,Part-time employment,8.8
2020-05,Prince Edward Island,Unemployment rate,14.2
2020-05,Prince Edward Island,Participation rate,63.1
2020-05,Prince Edward Island,Employment rate,54.1
2020-05,Nova Scotia,Employment,402.4
2020-05,Nova Scotia,Full-time employment,337.1
2020-05,Nova Scotia,Part-time employment,65.3
2020-05,Nova Scotia,Unemployment rate,14.6
2020-05,Nova Scotia,Participation rate,57.4
2020-05,Nova Scotia,Employment rate,49.0
2020-05,New Brunswick,Employment,327.3
2020-05,New Brunswick,Full-time employment,285.2
2020-05,New Brunswick,Part-time employment,42.1
2020-05,New Brunswick,Unemployment rate,13.9
2020-05,New Brunswick,Participation rate,58.7
2020-05,New Brunswick,Employment rate,50.6
2020-05,Quebec,Employment,3736.5
2020-05,Quebec,Full-time employment,3207.4
2020-05,Quebec,Part-time employment,529.1
2020-05,Quebec,Unemployment rate,14.2
2020-05,Quebec,Participation rate,62.0
2020-05,Quebec,Employment rate,53.2
2020-05,Ontario,Employment,6334.0
2020-05,Ontario,Full-time employment,5387.9
2020-05,Ontario,Part-time employment,946.1
2020-05,Ontario,Unemployment rate,14.2
2020-05,Ontario,Participation rate,60.4
2020-05,Ontario,Employment rate,51.8
2020-05,Manitoba,Employment,589.1
2020-05,Manitoba,Full-time employment,486.1
2020-05,Manitoba,Part-time employment,103.0
2020-05,Manitoba,Unemployment rate,11.9
2020-05,Manitoba,Participation rate,63.5
2020-05,Manitoba,Employment rate,56.0
2020-05,Saskatchewan,Employment,498.9
2020-05,Saskatchewan,Full-time employment,420.1
2020-05,Saskatchewan,Part-time employment,78.9
2020-05,Saskatchewan,Unemployment rate,12.2
2020-05,Saskatchewan,Participation rate,64.3
2020-05,Saskatchewan,Employment rate,56.4
2020-05,Alberta,Employment,1953.0
